Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
11/11/2020,Broome,48,4215,1841,190315,2.61%,COUNTY
11/11/2020,Cattaraugus,15,642,518,52360,2.90%,COUNTY
11/11/2020,Cayuga,21,594,522,59053,4.02%,COUNTY
11/11/2020,Chautauqua,26,1187,1245,89276,2.09%,COUNTY
11/11/2020,Chemung,44,2241,927,76997,4.75%,COUNTY
11/11/2020,Chenango,3,480,287,40371,1.05%,COUNTY
11/11/2020,Clinton,13,344,1683,54812,0.77%,COUNTY
11/11/2020,Columbia,11,855,434,46873,2.53%,COUNTY
11/11/2020,Cortland,15,692,430,52884,3.49%,COUNTY
11/11/2020,Delaware,4,266,195,32924,2.05%,COUNTY
11/11/2020,Dutchess,59,6003,2240,245044,2.63%,COUNTY
11/11/2020,Erie,512,16540,7940,625283,6.45%,COUNTY
11/11/2020,Essex,0,224,115,25589,0.00%,COUNTY
11/11/2020,Franklin,9,161,316,32964,2.85%,COUNTY
11/11/2020,Fulton,3,381,220,32745,1.36%,COUNTY
11/11/2020,Genesee,14,541,317,43733,4.42%,COUNTY
11/11/2020,Greene,10,574,303,29381,3.30%,COUNTY
11/11/2020,Hamilton,0,20,29,2970,0.00%,COUNTY
11/11/2020,Herkimer,4,476,392,52428,1.02%,COUNTY
11/11/2020,Jefferson,4,292,519,49840,0.77%,COUNTY
11/11/2020,Kings,450,80008,19871,1980635,2.26%,COUNTY
11/11/2020,Lewis,15,210,165,15758,9.09%,COUNTY
11/11/2020,Livingston,8,451,242,42913,3.31%,COUNTY
11/11/2020,Madison,12,684,1399,54362,0.86%,COUNTY
11/11/2020,Monroe,249,9763,4509,593354,5.52%,COUNTY
11/11/2020,Montgomery,4,304,297,36503,1.35%,COUNTY
11/11/2020,Nassau,322,52897,10104,1192246,3.19%,COUNTY
11/11/2020,New York,338,39006,17687,1645921,1.91%,COUNTY
11/11/2020,Niagara,59,2564,1437,140726,4.11%,COUNTY
11/11/2020,Oneida,69,3320,2533,253747,2.72%,COUNTY
11/11/2020,Onondaga,190,7211,3388,404123,5.61%,COUNTY
11/11/2020,Ontario,19,889,759,76431,2.50%,COUNTY
11/11/2020,Orange,102,14803,2401,254046,4.25%,COUNTY
11/11/2020,Orleans,14,480,133,22800,10.53%,COUNTY
11/11/2020,Oswego,31,871,761,76663,4.07%,COUNTY
11/11/2020,Otsego,2,458,291,42160,0.69%,COUNTY
11/11/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
11/11/2020,Putnam,29,2059,701,69294,4.14%,COUNTY
11/11/2020,Queens,454,81009,16285,1721289,2.79%,COUNTY
11/11/2020,Rensselaer,15,1258,1307,122714,1.15%,COUNTY
11/11/2020,Richmond,160,19036,4292,423429,3.73%,COUNTY
11/11/2020,Rockland,137,19414,4093,275969,3.35%,COUNTY
11/11/2020,Saratoga,28,1611,1495,159075,1.87%,COUNTY
11/11/2020,Schenectady,25,1802,1813,129425,1.38%,COUNTY
11/11/2020,Schoharie,4,137,123,18521,3.25%,COUNTY
11/11/2020,Schuyler,8,208,127,15023,6.30%,COUNTY
11/11/2020,Seneca,9,199,310,22314,2.90%,COUNTY
11/11/2020,St. Lawrence,18,527,1148,97662,1.57%,COUNTY
11/11/2020,Steuben,29,1295,1314,61748,2.21%,COUNTY
11/11/2020,Suffolk,321,52065,10924,1200353,2.94%,COUNTY
11/11/2020,Sullivan,8,1940,541,42746,1.48%,COUNTY
11/11/2020,Tioga,27,913,341,35488,7.92%,COUNTY
11/11/2020,Tompkins,31,765,6779,553662,0.46%,COUNTY
11/11/2020,Ulster,23,2717,1191,133941,1.93%,COUNTY
11/11/2020,Warren,2,495,279,43658,0.72%,COUNTY
11/11/2020,Washington,0,390,503,40691,0.00%,COUNTY
11/11/2020,Wayne,14,718,758,65189,1.85%,COUNTY
11/11/2020,Westchester,352,43292,8163,935727,4.31%,COUNTY
11/11/2020,Wyoming,16,287,178,27831,8.99%,COUNTY
11/11/2020,Yates,4,182,72,14148,5.56%,COUNTY
11/12/2020,Albany,89,4425,3923,216378,2.27%,COUNTY
11/12/2020,Allegany,46,589,432,31860,10.65%,COUNTY
11/12/2020,Bronx,288,58205,9635,1118818,2.99%,COUNTY
11/12/2020,Broome,88,4303,3055,193370,2.88%,COUNTY
11/12/2020,Cattaraugus,19,661,467,52827,4.07%,COUNTY
11/12/2020,Cayuga,15,609,731,59784,2.05%,COUNTY
11/12/2020,Chautauqua,23,1210,3147,92423,0.73%,COUNTY
11/12/2020,Chemung,39,2280,1242,78239,3.14%,COUNTY
11/12/2020,Chenango,9,489,327,40698,2.75%,COUNTY
11/12/2020,Clinton,12,356,830,55642,1.45%,COUNTY
11/12/2020,Columbia,15,870,443,47316,3.39%,COUNTY
11/12/2020,Cortland,20,712,504,53388,3.97%,COUNTY
11/12/2020,Delaware,5,271,130,33054,3.85%,COUNTY
11/12/2020,Dutchess,71,6074,3122,248166,2.27%,COUNTY
11/12/2020,Erie,481,17021,10222,635505,4.71%,COUNTY
11/12/2020,Essex,0,224,294,25883,0.00%,COUNTY
11/12/2020,Franklin,13,174,395,33359,3.29%,COUNTY
11/12/2020,Fulton,1,382,648,33393,0.15%,COUNTY
11/12/2020,Genesee,43,584,489,44222,8.79%,COUNTY
11/12/2020,Greene,4,578,324,29705,1.23%,COUNTY
11/12/2020,Hamilton,2,22,42,3012,4.76%,COUNTY
11/12/2020,Herkimer,4,480,427,52855,0.94%,COUNTY
11/12/2020,Jefferson,15,307,521,50361,2.88%,COUNTY
11/12/2020,Kings,483,80491,21782,2002417,2.22%,COUNTY
11/12/2020,Lewis,9,219,69,15827,13.04%,COUNTY
11/12/2020,Livingston,15,466,613,43526,2.45%,COUNTY
11/12/2020,Madison,12,696,569,54931,2.11%,COUNTY
11/12/2020,Monroe,311,10074,6141,599495,5.06%,COUNTY
11/12/2020,Montgomery,3,307,225,36728,1.33%,COUNTY
11/12/2020,Nassau,374,53271,12488,1204734,2.99%,COUNTY
11/12/2020,New York,349,39355,20508,1666429,1.70%,COUNTY
11/12/2020,Niagara,52,2616,1486,142212,3.50%,COUNTY
11/12/2020,Oneida,94,3414,4349,258096,2.16%,COUNTY
11/12/2020,Onondaga,210,7421,8886,413009,2.36%,COUNTY
11/12/2020,Ontario,23,912,747,77178,3.08%,COUNTY
11/12/2020,Orange,107,14910,2746,256792,3.90%,COUNTY
11/12/2020,Orleans,18,498,238,23038,7.56%,COUNTY
11/12/2020,Oswego,26,897,873,77536,2.98%,COUNTY
11/12/2020,Otsego,1,459,116,42276,0.86%,COUNTY
11/12/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
11/12/2020,Putnam,32,2091,589,69883,5.43%,COUNTY
11/12/2020,Queens,477,81486,17329,1738618,2.75%,COUNTY
11/12/2020,Rensselaer,20,1278,1605,124319,1.25%,COUNTY
11/12/2020,Richmond,229,19265,4967,428396,4.61%,COUNTY
11/12/2020,Rockland,153,19567,4310,280279,3.55%,COUNTY
11/12/2020,Saratoga,31,1642,1258,160333,2.46%,COUNTY
11/12/2020,Schenectady,26,1828,1583,131008,1.64%,COUNTY
11/12/2020,Schoharie,4,141,96,18617,4.17%,COUNTY
11/12/2020,Schuyler,2,210,188,15211,1.06%,COUNTY
11/12/2020,Seneca,3,202,107,22421,2.80%,COUNTY
11/12/2020,St. Lawrence,19,546,2839,100501,0.67%,COUNTY
11/12/2020,Steuben,66,1361,1220,62968,5.41%,COUNTY
11/12/2020,Suffolk,428,52493,11768,1212121,3.64%,COUNTY
11/12/2020,Sullivan,16,1956,457,43203,3.50%,COUNTY
11/12/2020,Tioga,17,930,457,35945,3.72%,COUNTY
11/12/2020,Tompkins,21,786,19656,573318,0.11%,COUNTY
11/12/2020,Ulster,21,2738,1167,135108,1.80%,COUNTY
11/12/2020,Warren,8,503,440,44098,1.82%,COUNTY
11/12/2020,Washington,5,395,310,41001,1.61%,COUNTY
11/12/2020,Wayne,17,735,549,65738,3.10%,COUNTY
11/12/2020,Westchester,364,43656,9137,944864,3.98%,COUNTY
11/12/2020,Wyoming,45,332,365,28196,12.33%,COUNTY
11/12/2020,Yates,8,190,138,14286,5.80%,COUNTY
11/13/2020,Albany,89,4514,3012,219390,2.95%,COUNTY
11/13/2020,Allegany,39,628,272,32132,14.34%,COUNTY
11/13/2020,Bronx,286,58491,10066,1128884,2.84%,COUNTY
11/13/2020,Broome,59,4362,2125,195495,2.78%,COUNTY
11/13/2020,Cattaraugus,14,675,391,53218,3.58%,COUNTY
11/13/2020,Cayuga,18,627,987,60771,1.82%,COUNTY
11/13/2020,Chautauqua,24,1234,2006,94429,1.20%,COUNTY
11/13/2020,Chemung,51,2331,979,79218,5.21%,COUNTY
11/13/2020,Chenango,6,495,302,41000,1.99%,COUNTY
11/13/2020,Clinton,16,372,243,55885,6.58%,COUNTY
11/13/2020,Columbia,7,877,277,47593,2.53%,COUNTY
11/13/2020,Cortland,11,723,392,53780,2.81%,COUNTY
11/13/2020,Delaware,5,276,139,33193,3.60%,COUNTY
11/13/2020,Dutchess,70,6144,2344,250510,2.99%,COUNTY
11/13/2020,Erie,448,17469,8737,644242,5.13%,COUNTY
11/13/2020,Essex,5,229,194,26077,2.58%,COUNTY
11/13/2020,Franklin,10,184,525,33884,1.90%,COUNTY
11/13/2020,Fulton,7,389,309,33702,2.27%,COUNTY
11/13/2020,Genesee,13,597,638,44860,2.04%,COUNTY
11/13/2020,Greene,5,583,226,29931,2.21%,COUNTY
11/13/2020,Hamilton,3,25,67,3079,4.48%,COUNTY
11/13/2020,Herkimer,5,485,401,53256,1.25%,COUNTY
11/13/2020,Jefferson,9,316,313,50674,2.88%,COUNTY
11/13/2020,Kings,455,80946,21871,2024288,2.08%,COUNTY
11/13/2020,Lewis,15,234,119,15946,12.61%,COUNTY
11/13/2020,Livingston,15,481,458,43984,3.28%,COUNTY
11/13/2020,Madison,13,709,517,55448,2.51%,COUNTY
11/13/2020,Monroe,255,10329,6077,605572,4.20%,COUNTY
11/13/2020,Montgomery,12,319,207,36935,5.80%,COUNTY
11/13/2020,Nassau,417,53688,13724,1218458,3.04%,COUNTY
11/13/2020,New York,345,39700,18804,1685233,1.83%,COUNTY
11/13/2020,Niagara,62,2678,1293,143505,4.80%,COUNTY
11/13/2020,Oneida,116,3530,1941,260037,5.98%,COUNTY
11/13/2020,Onondaga,229,7650,5366,418375,4.27%,COUNTY
11/13/2020,Ontario,27,939,603,77781,4.48%,COUNTY
11/13/2020,Orange,121,15031,3036,259828,3.99%,COUNTY
11/13/2020,Orleans,10,508,242,23280,4.13%,COUNTY
11/13/2020,Oswego,57,954,1137,78673,5.01%,COUNTY
11/13/2020,Otsego,1,460,158,42434,0.63%,COUNTY
11/13/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
11/13/2020,Putnam,43,2134,669,70552,6.43%,COUNTY
11/13/2020,Queens,485,81971,16970,1755588,2.86%,COUNTY
11/13/2020,Rensselaer,26,1304,2508,126827,1.04%,COUNTY
11/13/2020,Richmond,226,19491,5081,433477,4.45%,COUNTY
11/13/2020,Rockland,156,19723,4635,284914,3.37%,COUNTY
11/13/2020,Saratoga,24,1666,1065,161398,2.25%,COUNTY
11/13/2020,Schenectady,32,1860,1969,132977,1.63%,COUNTY
11/13/2020,Schoharie,0,141,80,18697,0.00%,COUNTY
11/13/2020,Schuyler,8,218,143,15354,5.59%,COUNTY
11/13/2020,Seneca,3,205,300,22721,1.00%,COUNTY
11/13/2020,St. Lawrence,8,554,1162,101663,0.69%,COUNTY
11/13/2020,Steuben,33,1394,823,63791,4.01%,COUNTY
11/13/2020,Suffolk,449,52942,12149,1224270,3.70%,COUNTY
11/13/2020,Sullivan,13,1969,449,43652,2.90%,COUNTY
11/13/2020,Tioga,10,940,337,36282,2.97%,COUNTY
11/13/2020,Tompkins,13,799,12369,585687,0.11%,COUNTY
11/13/2020,Ulster,30,2768,1752,136860,1.71%,COUNTY
11/13/2020,Warren,4,507,521,44619,0.77%,COUNTY
11/13/2020,Washington,5,400,255,41256,1.96%,COUNTY
11/13/2020,Wayne,14,749,501,66239,2.79%,COUNTY
11/13/2020,Westchester,437,44093,9495,954359,4.60%,COUNTY
11/13/2020,Wyoming,8,340,330,28526,2.42%,COUNTY
11/13/2020,Yates,11,201,101,14387,10.89%,COUNTY
11/14/2020,Albany,15,4529,1000,220390,1.50%,COUNTY
11/14/2020,Allegany,16,644,97,32229,16.49%,COUNTY
11/14/2020,Bronx,221,58712,8575,1137459,2.58%,COUNTY
11/14/2020,Broome,32,4394,988,196483,3.24%,COUNTY
11/14/2020,Cattaraugus,3,678,240,53458,1.25%,COUNTY
11/14/2020,Cayuga,5,632,293,61064,1.71%,COUNTY
11/14/2020,Chautauqua,5,1239,300,94729,1.67%,COUNTY
11/14/2020,Chemung,31,2362,903,80121,3.43%,COUNTY
11/14/2020,Chenango,6,501,145,41145,4.14%,COUNTY
11/14/2020,Clinton,5,377,127,56012,3.94%,COUNTY
11/14/2020,Columbia,4,881,206,47799,1.94%,COUNTY
11/14/2020,Cortland,27,750,419,54199,6.44%,COUNTY
11/14/2020,Delaware,1,277,136,33329,0.74%,COUNTY
11/14/2020,Dutchess,41,6185,1598,252108,2.57%,COUNTY
11/14/2020,Erie,277,17746,4435,648677,6.25%,COUNTY
11/14/2020,Essex,1,230,98,26175,1.02%,COUNTY
11/14/2020,Franklin,4,188,250,34134,1.60%,COUNTY
11/14/2020,Fulton,4,393,182,33884,2.20%,COUNTY
11/14/2020,Genesee,6,603,108,44968,5.56%,COUNTY
11/14/2020,Greene,2,585,93,30024,2.15%,COUNTY
11/14/2020,Hamilton,1,26,15,3094,6.67%,COUNTY
11/14/2020,Herkimer,6,491,295,53551,2.03%,COUNTY
11/14/2020,Jefferson,8,324,267,50941,3.00%,COUNTY
11/14/2020,Kings,425,81371,19932,2044220,2.13%,COUNTY
11/14/2020,Lewis,3,237,91,16037,3.30%,COUNTY
11/14/2020,Livingston,7,488,187,44171,3.74%,COUNTY
11/14/2020,Madison,9,718,194,55642,4.64%,COUNTY
11/14/2020,Monroe,124,10453,2650,608222,4.68%,COUNTY
11/14/2020,Montgomery,3,322,183,37118,1.64%,COUNTY
11/14/2020,Nassau,326,54014,13152,1231610,2.48%,COUNTY
11/14/2020,New York,275,39975,16883,1702116,1.63%,COUNTY
11/14/2020,Niagara,30,2708,841,144346,3.57%,COUNTY
11/14/2020,Oneida,39,3569,1894,261931,2.06%,COUNTY
11/14/2020,Onondaga,99,7749,2102,420477,4.71%,COUNTY
11/14/2020,Ontario,16,955,446,78227,3.59%,COUNTY
11/14/2020,Orange,93,15124,1531,261359,6.07%,COUNTY
11/14/2020,Orleans,7,515,64,23344,10.94%,COUNTY
11/14/2020,Oswego,14,968,308,78981,4.55%,COUNTY
11/14/2020,Otsego,3,463,193,42627,1.55%,COUNTY
11/14/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
11/14/2020,Putnam,19,2153,634,71186,3.00%,COUNTY
11/14/2020,Queens,385,82356,15490,1771078,2.49%,COUNTY
11/14/2020,Rensselaer,17,1321,496,127323,3.43%,COUNTY
11/14/2020,Richmond,151,19642,4355,437832,3.47%,COUNTY
11/14/2020,Rockland,120,19843,3911,288825,3.07%,COUNTY
11/14/2020,Saratoga,14,1680,729,162127,1.92%,COUNTY
11/14/2020,Schenectady,11,1871,447,133424,2.46%,COUNTY
11/14/2020,Schoharie,2,143,65,18762,3.08%,COUNTY
11/14/2020,Schuyler,10,228,72,15426,13.89%,COUNTY
11/14/2020,Seneca,4,209,223,22944,1.79%,COUNTY
11/14/2020,St. Lawrence,14,568,1104,102767,1.27%,COUNTY
11/14/2020,Steuben,22,1416,684,64475,3.22%,COUNTY
11/14/2020,Suffolk,366,53308,12561,1236831,2.91%,COUNTY
11/14/2020,Sullivan,10,1979,267,43919,3.75%,COUNTY
11/14/2020,Tioga,11,951,253,36535,4.35%,COUNTY
11/14/2020,Tompkins,7,806,1895,587582,0.37%,COUNTY
11/14/2020,Ulster,20,2788,724,137584,2.76%,COUNTY
11/14/2020,Warren,0,507,207,44826,0.00%,COUNTY
11/14/2020,Washington,3,403,169,41425,1.78%,COUNTY
11/14/2020,Wayne,8,757,335,66574,2.39%,COUNTY
11/14/2020,Westchester,253,44346,6983,961342,3.62%,COUNTY
11/14/2020,Wyoming,3,343,92,28618,3.26%,COUNTY
11/14/2020,Yates,5,206,85,14472,5.88%,COUNTY
11/15/2020,Albany,43,4572,1955,222345,2.20%,COUNTY
11/15/2020,Allegany,6,650,125,32354,4.80%,COUNTY
11/15/2020,Bronx,193,58905,7790,1145249,2.48%,COUNTY
11/15/2020,Broome,37,4431,1030,197513,3.59%,COUNTY
11/15/2020,Cattaraugus,5,683,307,53765,1.63%,COUNTY
11/15/2020,Cayuga,7,639,272,61336,2.57%,COUNTY
11/15/2020,Chautauqua,9,1248,515,95244,1.75%,COUNTY
11/15/2020,Chemung,18,2380,856,80977,2.10%,COUNTY
11/15/2020,Chenango,5,506,167,41312,2.99%,COUNTY
11/15/2020,Clinton,3,380,921,56933,0.33%,COUNTY
11/15/2020,Columbia,5,886,206,48005,2.43%,COUNTY
11/15/2020,Cortland,21,771,345,54544,6.09%,COUNTY
11/15/2020,Delaware,3,280,118,33447,2.54%,COUNTY
11/15/2020,Dutchess,39,6224,3281,255389,1.19%,COUNTY
11/15/2020,Erie,272,18018,4561,653238,5.96%,COUNTY
11/15/2020,Essex,1,231,154,26329,0.65%,COUNTY
11/15/2020,Franklin,1,189,104,34238,0.96%,COUNTY
11/15/2020,Fulton,8,401,151,34035,5.30%,COUNTY
11/15/2020,Genesee,12,615,283,45251,4.24%,COUNTY
11/15/2020,Greene,2,587,147,30171,1.36%,COUNTY
11/15/2020,Hamilton,0,26,9,3103,0.00%,COUNTY
11/15/2020,Herkimer,13,504,468,54019,2.78%,COUNTY
11/15/2020,Jefferson,8,332,133,51074,6.02%,COUNTY
11/15/2020,Kings,315,81686,16712,2060932,1.88%,COUNTY
11/15/2020,Lewis,10,247,77,16114,12.99%,COUNTY
11/15/2020,Livingston,11,499,233,44404,4.72%,COUNTY
11/15/2020,Madison,9,727,146,55788,6.16%,COUNTY
11/15/2020,Monroe,227,10680,5488,613710,4.14%,COUNTY
11/15/2020,Montgomery,3,325,270,37388,1.11%,COUNTY
11/15/2020,Nassau,295,54309,8711,1240321,3.39%,COUNTY
11/15/2020,New York,251,40226,15673,1717789,1.60%,COUNTY
11/15/2020,Niagara,45,2753,1000,145346,4.50%,COUNTY
11/15/2020,Oneida,34,3603,2521,264452,1.35%,COUNTY
11/15/2020,Onondaga,143,7892,3783,424260,3.78%,COUNTY
11/15/2020,Ontario,14,969,451,78678,3.10%,COUNTY
11/15/2020,Orange,58,15182,1754,263113,3.31%,COUNTY
11/15/2020,Orleans,6,521,141,23485,4.26%,COUNTY
11/15/2020,Oswego,19,987,616,79597,3.08%,COUNTY
11/15/2020,Otsego,3,466,294,42921,1.02%,COUNTY
11/15/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
11/15/2020,Putnam,33,2186,524,71710,6.30%,COUNTY
11/15/2020,Queens,419,82775,12697,1783775,3.30%,COUNTY
11/15/2020,Rensselaer,12,1333,410,127733,2.93%,COUNTY
11/15/2020,Richmond,107,19749,3502,441334,3.06%,COUNTY
11/15/2020,Rockland,61,19904,1723,290548,3.54%,COUNTY
11/15/2020,Saratoga,14,1694,748,162875,1.87%,COUNTY
11/15/2020,Schenectady,19,1890,514,133938,3.70%,COUNTY
11/15/2020,Schoharie,2,145,56,18818,3.57%,COUNTY
11/15/2020,Schuyler,3,231,162,15588,1.85%,COUNTY
11/15/2020,Seneca,5,214,80,23024,6.25%,COUNTY
11/15/2020,St. Lawrence,5,573,151,102918,3.31%,COUNTY
11/15/2020,Steuben,18,1434,472,64947,3.81%,COUNTY
11/15/2020,Suffolk,345,53653,9345,1246176,3.69%,COUNTY
11/15/2020,Sullivan,2,1981,160,44079,1.25%,COUNTY
11/15/2020,Tioga,6,957,272,36807,2.21%,COUNTY
11/15/2020,Tompkins,5,811,3853,591435,0.13%,COUNTY
11/15/2020,Ulster,12,2800,1133,138717,1.06%,COUNTY
11/15/2020,Warren,0,507,121,44947,0.00%,COUNTY
11/15/2020,Washington,1,404,110,41535,0.91%,COUNTY
11/15/2020,Wayne,23,780,386,66960,5.96%,COUNTY
11/15/2020,Westchester,230,44576,6167,967509,3.73%,COUNTY
11/15/2020,Wyoming,11,354,121,28739,9.09%,COUNTY
11/15/2020,Yates,3,209,90,14562,3.33%,COUNTY
11/16/2020,Albany,81,4653,1773,224118,4.57%,COUNTY
11/16/2020,Allegany,17,667,196,32550,8.67%,COUNTY
11/16/2020,Bronx,360,59265,9704,1154953,3.71%,COUNTY
11/16/2020,Broome,38,4469,1302,198815,2.92%,COUNTY
11/16/2020,Cattaraugus,12,695,313,54078,3.83%,COUNTY
11/16/2020,Cayuga,15,654,745,62081,2.01%,COUNTY
11/16/2020,Chautauqua,17,1265,709,95953,2.40%,COUNTY
11/16/2020,Chemung,24,2404,427,81404,5.62%,COUNTY
11/16/2020,Chenango,6,512,181,41493,3.31%,COUNTY
11/16/2020,Clinton,4,384,242,57175,1.65%,COUNTY
11/16/2020,Columbia,9,895,355,48360,2.54%,COUNTY
11/16/2020,Cortland,8,779,330,54874,2.42%,COUNTY
11/16/2020,Delaware,1,281,166,33613,0.60%,COUNTY
11/16/2020,Dutchess,84,6308,2479,257868,3.39%,COUNTY
11/16/2020,Erie,392,18410,5246,658484,7.47%,COUNTY
11/16/2020,Essex,3,234,267,26596,1.12%,COUNTY
11/16/2020,Franklin,6,195,239,34477,2.51%,COUNTY
11/16/2020,Fulton,2,403,261,34296,0.77%,COUNTY
11/16/2020,Genesee,20,635,430,45681,4.65%,COUNTY
11/16/2020,Greene,6,593,245,30416,2.45%,COUNTY
11/16/2020,Hamilton,0,26,20,3123,0.00%,COUNTY
11/16/2020,Herkimer,4,508,284,54303,1.41%,COUNTY
11/16/2020,Jefferson,7,339,668,51742,1.05%,COUNTY
11/16/2020,Kings,404,82090,17493,2078425,2.31%,COUNTY
11/16/2020,Lewis,6,253,284,16398,2.11%,COUNTY
11/16/2020,Livingston,10,509,380,44784,2.63%,COUNTY
11/16/2020,Madison,12,739,304,56092,3.95%,COUNTY
11/16/2020,Monroe,211,10891,5734,619444,3.68%,COUNTY
11/16/2020,Montgomery,6,331,379,37767,1.58%,COUNTY
11/16/2020,Nassau,406,54715,11575,1251896,3.51%,COUNTY
11/16/2020,New York,361,40587,15763,1733552,2.29%,COUNTY
11/16/2020,Niagara,45,2798,963,146309,4.67%,COUNTY
11/16/2020,Oneida,64,3667,1203,265655,5.32%,COUNTY
11/16/2020,Onondaga,192,8084,3492,427752,5.50%,COUNTY
11/16/2020,Ontario,17,986,604,79282,2.81%,COUNTY
11/16/2020,Orange,101,15283,2148,265261,4.70%,COUNTY
11/16/2020,Orleans,5,526,197,23682,2.54%,COUNTY
11/16/2020,Oswego,19,1006,644,80241,2.95%,COUNTY
11/16/2020,Otsego,4,470,635,43556,0.63%,COUNTY
11/16/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
11/16/2020,Putnam,57,2243,913,72623,6.24%,COUNTY
11/16/2020,Queens,536,83311,17353,1801128,3.09%,COUNTY
11/16/2020,Rensselaer,31,1364,938,128671,3.30%,COUNTY
11/16/2020,Richmond,273,20022,5729,447063,4.77%,COUNTY
11/16/2020,Rockland,140,20044,2800,293348,5.00%,COUNTY
11/16/2020,Saratoga,47,1741,2624,165499,1.79%,COUNTY
11/16/2020,Schenectady,30,1920,875,134813,3.43%,COUNTY
11/16/2020,Schoharie,10,155,104,18922,9.62%,COUNTY
11/16/2020,Schuyler,6,237,87,15675,6.90%,COUNTY
11/16/2020,Seneca,6,220,318,23342,1.89%,COUNTY
11/16/2020,St. Lawrence,30,603,798,103716,3.76%,COUNTY
11/16/2020,Steuben,14,1448,572,65519,2.45%,COUNTY
11/16/2020,Suffolk,402,54055,11729,1257905,3.43%,COUNTY
11/16/2020,Sullivan,12,1993,391,44470,3.07%,COUNTY
11/16/2020,Tioga,16,973,204,37011,7.84%,COUNTY
11/16/2020,Tompkins,9,820,13904,605339,0.06%,COUNTY
11/16/2020,Ulster,35,2835,1449,140166,2.42%,COUNTY
11/16/2020,Warren,8,515,482,45429,1.66%,COUNTY
11/16/2020,Washington,3,407,368,41903,0.82%,COUNTY
11/16/2020,Wayne,28,808,522,67482,5.36%,COUNTY
11/16/2020,Westchester,399,44975,8953,976462,4.46%,COUNTY
11/16/2020,Wyoming,9,363,210,28949,4.29%,COUNTY
11/16/2020,Yates,8,217,149,14711,5.37%,COUNTY
11/17/2020,Albany,77,4730,1628,225746,4.73%,COUNTY
11/17/2020,Allegany,25,692,302,32852,8.28%,COUNTY
11/17/2020,Bronx,283,59548,7300,1162253,3.88%,COUNTY
11/17/2020,Broome,76,4545,2432,201247,3.13%,COUNTY
11/17/2020,Cattaraugus,44,739,440,54518,10.00%,COUNTY
11/17/2020,Cayuga,10,664,807,62888,1.24%,COUNTY
11/17/2020,Chautauqua,39,1304,1817,97770,2.15%,COUNTY
11/17/2020,Chemung,34,2438,846,82250,4.02%,COUNTY
11/17/2020,Chenango,6,518,232,41725,2.59%,COUNTY
11/17/2020,Clinton,5,389,247,57422,2.02%,COUNTY
11/17/2020,Columbia,11,906,522,48882,2.11%,COUNTY
11/17/2020,Cortland,22,801,527,55401,4.17%,COUNTY
11/17/2020,Delaware,8,289,338,33951,2.37%,COUNTY
11/17/2020,Dutchess,78,6386,2094,259962,3.72%,COUNTY
11/17/2020,Erie,573,18983,9605,668089,5.97%,COUNTY
11/17/2020,Essex,2,236,242,26838,0.83%,COUNTY
11/17/2020,Franklin,12,207,341,34818,3.52%,COUNTY
11/17/2020,Fulton,5,408,323,34619,1.55%,COUNTY
11/17/2020,Genesee,20,655,410,46091,4.88%,COUNTY
11/17/2020,Greene,3,596,193,30609,1.55%,COUNTY
11/17/2020,Hamilton,5,31,90,3213,5.56%,COUNTY
11/17/2020,Herkimer,16,524,401,54704,3.99%,COUNTY
11/17/2020,Jefferson,6,345,435,52177,1.38%,COUNTY
11/17/2020,Kings,453,82543,17351,2095776,2.61%,COUNTY
11/17/2020,Lewis,12,265,264,16662,4.55%,COUNTY
11/17/2020,Livingston,18,527,666,45450,2.70%,COUNTY
11/17/2020,Madison,14,753,745,56837,1.88%,COUNTY
11/17/2020,Monroe,257,11148,6461,625905,3.98%,COUNTY
11/17/2020,Montgomery,18,349,316,38083,5.70%,COUNTY
11/17/2020,Nassau,397,55112,11920,1263816,3.33%,COUNTY
11/17/2020,New York,321,40908,14303,1747855,2.24%,COUNTY
11/17/2020,Niagara,71,2869,1379,147688,5.15%,COUNTY
11/17/2020,Oneida,85,3752,2858,268513,2.97%,COUNTY
11/17/2020,Onondaga,217,8301,5561,433313,3.90%,COUNTY
11/17/2020,Ontario,22,1008,652,79934,3.37%,COUNTY
11/17/2020,Orange,129,15412,2464,267725,5.24%,COUNTY
11/17/2020,Orleans,12,538,136,23818,8.82%,COUNTY
11/17/2020,Oswego,47,1053,645,80886,7.29%,COUNTY
11/17/2020,Otsego,10,480,823,44379,1.22%,COUNTY
11/17/2020,Out-of-State,0,0,0,0,0.00%,COUNTY
11/17/2020,Putnam,26,2269,472,73095,5.51%,COUNTY
11/17/2020,Queens,498,83809,14949,1816077,3.33%,COUNTY
11/17/2020,Rensselaer,25,1389,735,129406,3.40%,COUNTY
11/17/2020,Richmond,192,20214,4468,451531,4.30%,COUNTY
11/17/2020,Rockland,132,20176,2800,296148,4.71%,COUNTY
11/17/2020,Saratoga,28,1769,976,166475,2.87%,COUNTY
